expected_cut,best_sampled_cut,optimizer,depth,noise_condition,optimizer_evaluations,circuit_executions,total_executed_shots,two_qubit_gates,circuit_depth,simulator_runtime_seconds,optimal_parameters,experiment_id,graph_id,graph_family,num_nodes,num_edges,graph_seed,config_id,shots_per_circuit,exact_optimum,run_seed,schema_version,expected_approximation_ratio,best_sampled_approximation_ratio,run_status,failure_reason
6.31640625,10,SPSA,1,N2,0,1,256,12,9,0.1483255200000712,"(2.264008024871755, 0.4437104330603415)",G0001_C03_N2_S1001,G0001,erdos_renyi,10,12,10000,C03,256,10,1001,1.0,0.631640625,1.0,success,
6.419921875,10,SPSA,1,N2,0,1,512,12,9,0.2324389449995578,"(1.9616991983870595, 0.4520388153252217)",G0001_C04_N2_S1000,G0001,erdos_renyi,10,12,10000,C04,512,10,1000,1.0,0.6419921875,1.0,success,
6.439453125,10,SPSA,1,N2,0,1,512,12,9,0.2737197410006047,"(2.2631066631662025, 0.5092606427907661)",G0001_C04_N2_S1001,G0001,erdos_renyi,10,12,10000,C04,512,10,1001,1.0,0.6439453125,1.0,success,
6.4921875,10,COBYLA,2,N2,0,1,256,24,14,0.1739276490006887,"(1.6223100378661666, 1.949548267837853, 0.5367522584182681, 0.26117552070694044)",G0001_C05_N2_S1000,G0001,erdos_renyi,10,12,10000,C05,256,10,1000,1.0,0.64921875,1.0,success,
6.66796875,10,COBYLA,2,N2,0,1,256,24,14,0.1816662869996435,"(1.5334660486404486, -0.3731021643179699, 1.0271732743867004, 0.963240198642843)",G0001_C05_N2_S1001,G0001,erdos_renyi,10,12,10000,C05,256,10,1001,1.0,0.666796875,1.0,success,
6.294921875,10,COBYLA,2,N2,0,1,512,24,14,0.2966519869996773,"(1.6281942994293197, 1.9924384212891217, 0.7231076311891622, 0.29616259601073835)",G0001_C06_N2_S1000,G0001,erdos_renyi,10,12,10000,C06,512,10,1000,1.0,0.6294921875,1.0,success,
6.306640625,10,COBYLA,2,N2,0,1,512,24,14,0.2871837049997339,"(2.0359499561859686, 0.1379625357575181, 0.8227430360252068, 1.3121578956064652)",G0001_C06_N2_S1001,G0001,erdos_renyi,10,12,10000,C06,512,10,1001,1.0,0.6306640625,1.0,success,
7.015625,10,SPSA,2,N2,0,1,256,24,14,0.1763793259997328,"(1.0195948219047806, 1.630798862167741, 0.317098332144351, 0.2946372146439121)",G0001_C07_N2_S1000,G0001,erdos_renyi,10,12,10000,C07,256,10,1000,1.0,0.7015625,1.0,success,
6.40625,10,SPSA,2,N2,0,1,256,24,14,0.1695712870005081,"(2.289837825728687, -0.08424776827868086, 0.37134024887111083, 1.739397998803323)",G0001_C07_N2_S1001,G0001,erdos_renyi,10,12,10000,C07,256,10,1001,1.0,0.640625,1.0,success,
6.6171875,10,SPSA,2,N2,0,1,512,24,14,0.3185205649997442,"(1.549528981912293, 2.017689379948363, 0.5105834370885295, 0.5817452166681135)",G0001_C08_N2_S1000,G0001,erdos_renyi,10,12,10000,C08,512,10,1000,1.0,0.66171875,1.0,success,
