expected_cut,best_sampled_cut,optimizer,depth,noise_condition,optimizer_evaluations,circuit_executions,total_executed_shots,two_qubit_gates,circuit_depth,simulator_runtime_seconds,optimal_parameters,experiment_id,graph_id,graph_family,num_nodes,num_edges,graph_seed,config_id,shots_per_circuit,exact_optimum,run_seed,schema_version,expected_approximation_ratio,best_sampled_approximation_ratio,run_status,failure_reason
7.892578125,13,COBYLA,1,N0,28,29,14848,16,13,0.427328105000015,"(1.920543529500087, 0.8281261503376219)",G0004_C02_N0_S1000,G0004,erdos_renyi,10,16,10003,C02,512,14,1000,1.0,0.5637555803571429,0.9285714285714286,success,
8.53515625,14,COBYLA,1,N0,26,27,13824,16,13,0.2737485840000317,"(2.636163501952779, 0.3875559736181278)",G0004_C02_N0_S1001,G0004,erdos_renyi,10,16,10003,C02,512,14,1001,1.0,0.6096540178571429,1.0,success,
8.2734375,14,SPSA,1,N0,79,80,20480,16,13,1.3564358890000676,"(1.450470014912355, 0.4537167450925536)",G0004_C03_N0_S1000,G0004,erdos_renyi,10,16,10003,C03,256,14,1000,1.0,0.5909598214285714,1.0,success,
7.734375,12,SPSA,1,N0,79,80,20480,16,13,0.539983527000004,"(1.8444123326781607, 0.00901920223378777)",G0004_C03_N0_S1001,G0004,erdos_renyi,10,16,10003,C03,256,14,1001,1.0,0.5524553571428571,0.8571428571428571,success,
8.255859375,14,SPSA,1,N0,79,80,40960,16,13,0.987853017000134,"(1.6068962094602266, 0.4562416405190313)",G0004_C04_N0_S1000,G0004,erdos_renyi,10,16,10003,C04,512,14,1000,1.0,0.5897042410714286,1.0,success,
7.830078125,14,SPSA,1,N0,79,80,40960,16,13,0.7677415729999666,"(1.8480568655740552, 0.03064209287086768)",G0004_C04_N0_S1001,G0004,erdos_renyi,10,16,10003,C04,512,14,1001,1.0,0.5592912946428571,1.0,success,
8.05859375,13,COBYLA,2,N0,42,43,11008,32,21,0.3520636719999857,"(1.9566549895413505, 1.9831504523434902, 0.6084945796576717, 1.1080618046103679)",G0004_C05_N0_S1000,G0004,erdos_renyi,10,16,10003,C05,256,14,1000,1.0,0.5756138392857143,0.9285714285714286,success,
8.1796875,12,COBYLA,2,N0,40,41,10496,32,21,0.3492167959998369,"(2.4451651260682383, 0.6474241056419924, 0.5435451872905601, 1.899711796251246)",G0004_C05_N0_S1001,G0004,erdos_renyi,10,16,10003,C05,256,14,1001,1.0,0.5842633928571429,0.8571428571428571,success,
8.6640625,14,COBYLA,2,N0,41,42,21504,32,21,0.4480136009999569,"(2.595012298097269, 1.7038588972118782, 0.3807253007199542, 1.4449913708282351)",G0004_C06_N0_S1000,G0004,erdos_renyi,10,16,10003,C06,512,14,1000,1.0,0.6188616071428571,1.0,success,
8.115234375,14,COBYLA,2,N0,39,40,20480,32,21,0.415771647999918,"(2.4302659455214655, 0.5728919560468666, 0.5488998305829695, 1.888753455030521)",G0004_C06_N0_S1001,G0004,erdos_renyi,10,16,10003,C06,512,14,1001,1.0,0.5796595982142857,1.0,success,
8.609375,12,SPSA,2,N0,79,80,20480,32,21,0.5556871220001085,"(2.1830136267725617, 1.635061230008432, 0.2049943609267259, -0.3188212013142267)",G0004_C07_N0_S1000,G0004,erdos_renyi,10,16,10003,C07,256,14,1000,1.0,0.6149553571428571,0.8571428571428571,success,
8.296875,12,SPSA,2,N0,79,80,20480,32,21,0.5717167160000827,"(2.345425024964432, -0.03789844659346444, 0.4571874040503111, 1.5303251115147989)",G0004_C07_N0_S1001,G0004,erdos_renyi,10,16,10003,C07,256,14,1001,1.0,0.5926339285714286,0.8571428571428571,success,
