graph_id,config_id,noise_condition,run_seed,depth,optimizer,shots,expected_approximation_ratio
G0025,C04,N2,1001,1,SPSA,512,0.6385995370370371
G0025,C05,N2,1000,2,COBYLA,256,0.6251446759259259
G0025,C05,N2,1001,2,COBYLA,256,0.6203703703703703
G0025,C06,N2,1000,2,COBYLA,512,0.6349103009259259
G0025,C06,N2,1001,2,COBYLA,512,0.6231192129629629
G0025,C07,N2,1000,2,SPSA,256,0.6546585648148148
G0025,C07,N2,1001,2,SPSA,256,0.6154513888888888
G0025,C08,N2,1000,2,SPSA,512,0.6228298611111112
G0025,C08,N2,1001,2,SPSA,512,0.6244212962962963
G0025,C09,N2,1000,3,COBYLA,256,0.6258680555555556
G0025,C09,N2,1001,3,COBYLA,256,0.6226851851851852
G0025,C10,N2,1000,3,COBYLA,512,0.6244936342592593
G0025,C10,N2,1001,3,COBYLA,512,0.6291232638888888
G0025,C11,N2,1000,3,SPSA,256,0.6265914351851852
G0025,C11,N2,1001,3,SPSA,256,0.6277488425925926
G0025,C12,N2,1000,3,SPSA,512,0.6234809027777778
G0025,C12,N2,1001,3,SPSA,512,0.6268807870370371
G0026,C01,N1,1000,1,COBYLA,256,0.6809895833333334
G0026,C01,N1,1001,1,COBYLA,256,0.6782407407407407
G0026,C02,N1,1000,1,COBYLA,512,0.6863425925925926
G0026,C02,N1,1001,1,COBYLA,512,0.6834490740740741
G0026,C03,N1,1000,1,SPSA,256,0.6870659722222222
G0026,C03,N1,1001,1,SPSA,256,0.6763599537037037
G0026,C04,N1,1000,1,SPSA,512,0.6852575231481481
G0026,C04,N1,1001,1,SPSA,512,0.6846064814814815
G0026,C05,N1,1000,2,COBYLA,256,0.6844618055555556
G0026,C05,N1,1001,2,COBYLA,256,0.6804108796296297
G0026,C06,N1,1000,2,COBYLA,512,0.6833767361111112
G0026,C06,N1,1001,2,COBYLA,512,0.6827256944444444
G0026,C07,N1,1000,2,SPSA,256,0.6873553240740741
G0026,C07,N1,1001,2,SPSA,256,0.6848958333333334
G0026,C08,N1,1000,2,SPSA,512,0.6838831018518519
G0026,C08,N1,1001,2,SPSA,512,0.6833767361111112
G0026,C09,N1,1000,3,COBYLA,256,0.68359375
G0026,C09,N1,1001,3,COBYLA,256,0.6850405092592593
G0026,C10,N1,1000,3,COBYLA,512,0.6848958333333334
G0026,C10,N1,1001,3,COBYLA,512,0.6814236111111112
G0026,C11,N1,1000,3,SPSA,256,0.6925636574074074
G0026,C11,N1,1001,3,SPSA,256,0.6873553240740741
G0026,C12,N1,1000,3,SPSA,512,0.6920572916666666
G0026,C12,N1,1001,3,SPSA,512,0.6906828703703703
G0026,C01,N2,1000,1,COBYLA,256,0.6821469907407407
G0026,C01,N2,1001,1,COBYLA,256,0.6766493055555556
G0026,C02,N2,1000,1,COBYLA,512,0.6788194444444444
G0026,C02,N2,1001,1,COBYLA,512,0.6788194444444444
G0026,C03,N2,1000,1,SPSA,256,0.6830150462962963
G0026,C03,N2,1001,1,SPSA,256,0.6760706018518519
G0026,C04,N2,1000,1,SPSA,512,0.6806278935185185
G0026,C04,N2,1001,1,SPSA,512,0.6792534722222222
G0026,C05,N2,1000,2,COBYLA,256,0.6872106481481481
G0026,C05,N2,1001,2,COBYLA,256,0.6809895833333334
G0026,C06,N2,1000,2,COBYLA,512,0.6861255787037037
G0026,C06,N2,1001,2,COBYLA,512,0.6807002314814815
G0026,C07,N2,1000,2,SPSA,256,0.6785300925925926
G0026,C07,N2,1001,2,SPSA,256,0.6773726851851852
G0026,C08,N2,1000,2,SPSA,512,0.6828703703703703
G0026,C08,N2,1001,2,SPSA,512,0.6806278935185185
G0026,C09,N2,1000,3,COBYLA,256,0.68359375
G0026,C09,N2,1001,3,COBYLA,256,0.6859085648148148
G0026,C10,N2,1000,3,COBYLA,512,0.6883680555555556
G0026,C10,N2,1001,3,COBYLA,512,0.6804108796296297
G0026,C11,N2,1000,3,SPSA,256,0.6892361111111112
G0026,C11,N2,1001,3,SPSA,256,0.6850405092592593
G0026,C12,N2,1000,3,SPSA,512,0.6935040509259259
G0026,C12,N2,1001,3,SPSA,512,0.6884403935185185
G0027,C01,N1,1000,1,COBYLA,256,0.6279296875
G0027,C01,N1,1001,1,COBYLA,256,0.6595982142857143
G0027,C02,N1,1000,1,COBYLA,512,0.6345563616071429
G0027,C02,N1,1001,1,COBYLA,512,0.6802455357142857
G0027,C03,N1,1000,1,SPSA,256,0.6311383928571429
G0027,C03,N1,1001,1,SPSA,256,0.6241629464285714
G0027,C04,N1,1000,1,SPSA,512,0.6336495535714286
G0027,C04,N1,1001,1,SPSA,512,0.6785016741071429
G0027,C05,N1,1000,2,COBYLA,256,0.6826171875
G0027,C05,N1,1001,2,COBYLA,256,0.6724330357142857
G0027,C06,N1,1000,2,COBYLA,512,0.6741071428571429
G0027,C06,N1,1001,2,COBYLA,512,0.6703404017857143
G0027,C07,N1,1000,2,SPSA,256,0.6291852678571429
G0027,C07,N1,1001,2,SPSA,256,0.6824776785714286
G0027,C08,N1,1000,2,SPSA,512,0.6279296875
G0027,C08,N1,1001,2,SPSA,512,0.6796177455357143
G0027,C09,N1,1000,3,COBYLA,256,0.6319754464285714
G0027,C09,N1,1001,3,COBYLA,256,0.66015625
G0027,C10,N1,1000,3,COBYLA,512,0.6339285714285714
G0027,C10,N1,1001,3,COBYLA,512,0.65966796875
G0027,C11,N1,1000,3,SPSA,256,0.6667131696428571
G0027,C11,N1,1001,3,SPSA,256,0.6607142857142857
G0027,C12,N1,1000,3,SPSA,512,0.7096121651785714
G0027,C12,N1,1001,3,SPSA,512,0.6582728794642857
G0027,C01,N2,1000,1,COBYLA,256,0.6280691964285714
G0027,C01,N2,1001,1,COBYLA,256,0.6489955357142857
G0027,C02,N2,1000,1,COBYLA,512,0.6284877232142857
G0027,C02,N2,1001,1,COBYLA,512,0.6672712053571429
G0027,C03,N2,1000,1,SPSA,256,0.626953125
G0027,C03,N2,1001,1,SPSA,256,0.6206752232142857
G0027,C04,N2,1000,1,SPSA,512,0.6291155133928571
G0027,C04,N2,1001,1,SPSA,512,0.6670619419642857
G0027,C05,N2,1000,2,COBYLA,256,0.6590401785714286
G0027,C05,N2,1001,2,COBYLA,256,0.6579241071428571
G0027,C06,N2,1000,2,COBYLA,512,0.6469029017857143
G0027,C06,N2,1001,2,COBYLA,512,0.6524832589285714
G0027,C07,N2,1000,2,SPSA,256,0.6279296875
G0027,C07,N2,1001,2,SPSA,256,0.6597377232142857
G0027,C08,N2,1000,2,SPSA,512,0.6231166294642857
G0027,C08,N2,1001,2,SPSA,512,0.6578543526785714
G0027,C09,N2,1000,3,COBYLA,256,0.6311383928571429
G0027,C09,N2,1001,3,COBYLA,256,0.6300223214285714
G0027,C10,N2,1000,3,COBYLA,512,0.6301618303571429
G0027,C10,N2,1001,3,COBYLA,512,0.6286969866071429
G0027,C11,N2,1000,3,SPSA,256,0.6361607142857143
G0027,C11,N2,1001,3,SPSA,256,0.6300223214285714
G0027,C12,N2,1000,3,SPSA,512,0.6535993303571429
G0027,C12,N2,1001,3,SPSA,512,0.6296037946428571
G0028,C01,N1,1000,1,COBYLA,256,0.7546622983870968
G0028,C01,N1,1001,1,COBYLA,256,0.7249243951612904
G0028,C02,N1,1000,1,COBYLA,512,0.6473034274193549
G0028,C02,N1,1001,1,COBYLA,512,0.7272555443548387
G0028,C03,N1,1000,1,SPSA,256,0.6471774193548387
G0028,C03,N1,1001,1,SPSA,256,0.7307207661290323
G0028,C04,N1,1000,1,SPSA,512,0.647492439516129
G0028,C04,N1,1001,1,SPSA,512,0.7270035282258065
G0028,C05,N1,1000,2,COBYLA,256,0.6920362903225806
G0028,C05,N1,1001,2,COBYLA,256,0.6490675403225806
G0028,C06,N1,1000,2,COBYLA,512,0.6468623991935484
G0028,C06,N1,1001,2,COBYLA,512,0.6805695564516129
G0028,C07,N1,1000,2,SPSA,256,0.7012348790322581
G0028,C07,N1,1001,2,SPSA,256,0.7040070564516129
G0028,C08,N1,1000,2,SPSA,512,0.6418220766129032
G0028,C08,N1,1001,2,SPSA,512,0.7351940524193549
G0028,C09,N1,1000,3,COBYLA,256,0.63671875
G0028,C09,N1,1001,3,COBYLA,256,0.6811995967741935
G0028,C10,N1,1000,3,COBYLA,512,0.6382938508064516
G0028,C10,N1,1001,3,COBYLA,512,0.6840977822580645
G0028,C11,N1,1000,3,SPSA,256,0.6891381048387096
G0028,C11,N1,1001,3,SPSA,256,0.6842237903225806
G0028,C12,N1,1000,3,SPSA,512,0.7235383064516129
G0028,C12,N1,1001,3,SPSA,512,0.6853578629032258
G0028,C01,N2,1000,1,COBYLA,256,0.7193800403225806
G0028,C01,N2,1001,1,COBYLA,256,0.6965725806451613
G0028,C02,N2,1000,1,COBYLA,512,0.6456653225806451
G0028,C02,N2,1001,1,COBYLA,512,0.7012348790322581
G0028,C03,N2,1000,1,SPSA,256,0.645539314516129
G0028,C03,N2,1001,1,SPSA,256,0.7016129032258065
G0028,C04,N2,1000,1,SPSA,512,0.6465473790322581
G0028,C04,N2,1001,1,SPSA,512,0.7037550403225806
G0028,C05,N2,1000,2,COBYLA,256,0.6688508064516129
G0028,C05,N2,1001,2,COBYLA,256,0.6467993951612904
G0028,C06,N2,1000,2,COBYLA,512,0.6437121975806451
G0028,C06,N2,1001,2,COBYLA,512,0.6595262096774194
G0028,C07,N2,1000,2,SPSA,256,0.6760332661290323
G0028,C07,N2,1001,2,SPSA,256,0.6762852822580645
G0028,C08,N2,1000,2,SPSA,512,0.6465473790322581
G0028,C08,N2,1001,2,SPSA,512,0.6953755040322581
G0028,C09,N2,1000,3,COBYLA,256,0.6470514112903226
G0028,C09,N2,1001,3,COBYLA,256,0.6473034274193549
G0028,C10,N2,1000,3,COBYLA,512,0.650390625
G0028,C10,N2,1001,3,COBYLA,512,0.6549269153225806
G0028,C11,N2,1000,3,SPSA,256,0.6490675403225806
G0028,C11,N2,1001,3,SPSA,256,0.6585181451612904
G0028,C12,N2,1000,3,SPSA,512,0.6769153225806451
G0028,C12,N2,1001,3,SPSA,512,0.6576360887096774
G0029,C01,N1,1000,1,COBYLA,256,0.6953125
G0029,C01,N1,1001,1,COBYLA,256,0.6927532327586207
G0029,C02,N1,1000,1,COBYLA,512,0.6883755387931034
G0029,C02,N1,1001,1,COBYLA,512,0.6981411637931034
G0029,C03,N1,1000,1,SPSA,256,0.6907327586206896
G0029,C03,N1,1001,1,SPSA,256,0.6916756465517241
G0029,C04,N1,1000,1,SPSA,512,0.6901939655172413
G0029,C04,N1,1001,1,SPSA,512,0.6918776939655172
G0029,C05,N1,1000,2,COBYLA,256,0.6788793103448276
G0029,C05,N1,1001,2,COBYLA,256,0.6741648706896551
G0029,C06,N1,1000,2,COBYLA,512,0.6843345905172413
G0029,C06,N1,1001,2,COBYLA,512,0.6819100215517241
G0029,C07,N1,1000,2,SPSA,256,0.6922144396551724
G0029,C07,N1,1001,2,SPSA,256,0.6810344827586207
G0029,C08,N1,1000,2,SPSA,512,0.6860183189655172
G0029,C08,N1,1001,2,SPSA,512,0.6846713362068966
G0029,C09,N1,1000,3,COBYLA,256,0.68359375
G0029,C09,N1,1001,3,COBYLA,256,0.6910021551724138
G0029,C10,N1,1000,3,COBYLA,512,0.6912715517241379
G0029,C10,N1,1001,3,COBYLA,512,0.6984779094827587
G0029,C11,N1,1000,3,SPSA,256,0.6888469827586207
G0029,C11,N1,1001,3,SPSA,256,0.6910021551724138
G0029,C12,N1,1000,3,SPSA,512,0.6879714439655172
G0029,C12,N1,1001,3,SPSA,512,0.7007004310344828
G0029,C01,N2,1000,1,COBYLA,256,0.6877693965517241
G0029,C01,N2,1001,1,COBYLA,256,0.6926185344827587
G0029,C02,N2,1000,1,COBYLA,512,0.6889816810344828
G0029,C02,N2,1001,1,COBYLA,512,0.7013739224137931
G0029,C03,N2,1000,1,SPSA,256,0.6916756465517241
G0029,C03,N2,1001,1,SPSA,256,0.6880387931034483
G0029,C04,N2,1000,1,SPSA,512,0.6919450431034483
G0029,C04,N2,1001,1,SPSA,512,0.6873653017241379
G0029,C05,N2,1000,2,COBYLA,256,0.6857489224137931
G0029,C05,N2,1001,2,COBYLA,256,0.6761853448275862
G0029,C06,N2,1000,2,COBYLA,512,0.6792160560344828
G0029,C06,N2,1001,2,COBYLA,512,0.6806303879310345
G0029,C07,N2,1000,2,SPSA,256,0.6980064655172413
G0029,C07,N2,1001,2,SPSA,256,0.6813038793103449
G0029,C08,N2,1000,2,SPSA,512,0.6852774784482759
G0029,C08,N2,1001,2,SPSA,512,0.6848733836206896
G0029,C09,N2,1000,3,COBYLA,256,0.6887122844827587
G0029,C09,N2,1001,3,COBYLA,256,0.6980064655172413
G0029,C10,N2,1000,3,COBYLA,512,0.6938981681034483
G0029,C10,N2,1001,3,COBYLA,512,0.6953125
G0029,C11,N2,1000,3,SPSA,256,0.6810344827586207
G0029,C11,N2,1001,3,SPSA,256,0.6980064655172413
G0029,C12,N2,1000,3,SPSA,512,0.6877693965517241
G0029,C12,N2,1001,3,SPSA,512,0.693359375
G0030,C01,N1,1000,1,COBYLA,256,0.6661551339285714
G0030,C01,N1,1001,1,COBYLA,256,0.6872209821428571
G0030,C02,N1,1000,1,COBYLA,512,0.6692243303571429
G0030,C02,N1,1001,1,COBYLA,512,0.6866629464285714
G0030,C03,N1,1000,1,SPSA,256,0.6665736607142857
G0030,C03,N1,1001,1,SPSA,256,0.6678292410714286
G0030,C04,N1,1000,1,SPSA,512,0.6662248883928571
G0030,C04,N1,1001,1,SPSA,512,0.6730608258928571
G0030,C05,N1,1000,2,COBYLA,256,0.6749441964285714
G0030,C05,N1,1001,2,COBYLA,256,0.666015625
G0030,C06,N1,1000,2,COBYLA,512,0.6654575892857143
G0030,C06,N1,1001,2,COBYLA,512,0.6644810267857143
G0030,C07,N1,1000,2,SPSA,256,0.6755022321428571
G0030,C07,N1,1001,2,SPSA,256,0.6806640625
G0030,C08,N1,1000,2,SPSA,512,0.6741071428571429
G0030,C08,N1,1001,2,SPSA,512,0.6798967633928571
G0030,C09,N1,1000,3,COBYLA,256,0.6589006696428571
G0030,C09,N1,1001,3,COBYLA,256,0.6755022321428571
G0030,C10,N1,1000,3,COBYLA,512,0.6547154017857143
G0030,C10,N1,1001,3,COBYLA,512,0.6798270089285714
G0030,C11,N1,1000,3,SPSA,256,0.6614118303571429
G0030,C11,N1,1001,3,SPSA,256,0.6852678571428571
G0030,C12,N1,1000,3,SPSA,512,0.6798270089285714
G0030,C12,N1,1001,3,SPSA,512,0.6826171875
G0030,C01,N2,1000,1,COBYLA,256,0.6654575892857143
G0030,C01,N2,1001,1,COBYLA,256,0.6854073660714286
G0030,C02,N2,1000,1,COBYLA,512,0.66650390625
G0030,C02,N2,1001,1,COBYLA,512,0.6826171875
G0030,C03,N2,1000,1,SPSA,256,0.6662946428571429
G0030,C03,N2,1001,1,SPSA,256,0.6636439732142857
G0030,C04,N2,1000,1,SPSA,512,0.6612025669642857
G0030,C04,N2,1001,1,SPSA,512,0.66943359375
G0030,C05,N2,1000,2,COBYLA,256,0.6593191964285714
G0030,C05,N2,1001,2,COBYLA,256,0.6614118303571429
G0030,C06,N2,1000,2,COBYLA,512,0.6636439732142857
G0030,C06,N2,1001,2,COBYLA,512,0.6564592633928571
G0030,C07,N2,1000,2,SPSA,256,0.6623883928571429
G0030,C07,N2,1001,2,SPSA,256,0.6706194196428571
G0030,C08,N2,1000,2,SPSA,512,0.6696428571428571
G0030,C08,N2,1001,2,SPSA,512,0.6696428571428571
G0030,C09,N2,1000,3,COBYLA,256,0.658203125
G0030,C09,N2,1001,3,COBYLA,256,0.6720145089285714
G0030,C10,N2,1000,3,COBYLA,512,0.6533900669642857
G0030,C10,N2,1001,3,COBYLA,512,0.6667829241071429
G0030,C11,N2,1000,3,SPSA,256,0.6540178571428571
G0030,C11,N2,1001,3,SPSA,256,0.6622488839285714
G0030,C12,N2,1000,3,SPSA,512,0.6649693080357143
G0030,C12,N2,1001,3,SPSA,512,0.6625279017857143
G0031,C01,N1,1000,1,COBYLA,256,0.6984747023809523
G0031,C01,N1,1001,1,COBYLA,256,0.7380022321428571
G0031,C02,N1,1000,1,COBYLA,512,0.7021019345238095
G0031,C02,N1,1001,1,COBYLA,512,0.7366071428571429
G0031,C03,N1,1000,1,SPSA,256,0.6995907738095238
G0031,C03,N1,1001,1,SPSA,256,0.7367001488095238
G0031,C04,N1,1000,1,SPSA,512,0.6978236607142857
G0031,C04,N1,1001,1,SPSA,512,0.7362351190476191
G0031,C05,N1,1000,2,COBYLA,256,0.6994047619047619
G0031,C05,N1,1001,2,COBYLA,256,0.6995907738095238
G0031,C06,N1,1000,2,COBYLA,512,0.7942243303571429
G0031,C06,N1,1001,2,COBYLA,512,0.7340959821428571
G0031,C07,N1,1000,2,SPSA,256,0.7002418154761905
G0031,C07,N1,1001,2,SPSA,256,0.7370721726190477
G0031,C08,N1,1000,2,SPSA,512,0.7478143601190477
G0031,C08,N1,1001,2,SPSA,512,0.7476748511904762
G0031,C09,N1,1000,3,COBYLA,256,0.7297247023809523
G0031,C09,N1,1001,3,COBYLA,256,0.7266555059523809
G0031,C10,N1,1000,3,COBYLA,512,0.6994047619047619
G0031,C10,N1,1001,3,COBYLA,512,0.7213541666666666
G0031,C11,N1,1000,3,SPSA,256,0.7379092261904762
G0031,C11,N1,1001,3,SPSA,256,0.7503720238095238
G0031,C12,N1,1000,3,SPSA,512,0.7382347470238095
G0031,C12,N1,1001,3,SPSA,512,0.7380952380952381
G0031,C01,N2,1000,1,COBYLA,256,0.6990327380952381
G0031,C01,N2,1001,1,COBYLA,256,0.7277715773809523
G0031,C02,N2,1000,1,COBYLA,512,0.7026599702380952
G0031,C02,N2,1001,1,COBYLA,512,0.7261439732142857
G0031,C03,N2,1000,1,SPSA,256,0.7021949404761905
G0031,C03,N2,1001,1,SPSA,256,0.7287946428571429
G0031,C04,N2,1000,1,SPSA,512,0.7017299107142857
G0031,C04,N2,1001,1,SPSA,512,0.7256324404761905
G0031,C05,N2,1000,2,COBYLA,256,0.7009858630952381
G0031,C05,N2,1001,2,COBYLA,256,0.7029389880952381
G0031,C06,N2,1000,2,COBYLA,512,0.7561383928571429
G0031,C06,N2,1001,2,COBYLA,512,0.7199590773809523
G0031,C07,N2,1000,2,SPSA,256,0.7072172619047619
G0031,C07,N2,1001,2,SPSA,256,0.7260044642857143
G0031,C08,N2,1000,2,SPSA,512,0.7303292410714286
G0031,C08,N2,1001,2,SPSA,512,0.7367001488095238
G0031,C09,N2,1000,3,COBYLA,256,0.7144717261904762
G0031,C09,N2,1001,3,COBYLA,256,0.71484375
G0031,C10,N2,1000,3,COBYLA,512,0.7007998511904762
G0031,C10,N2,1001,3,COBYLA,512,0.7074497767857143
G0031,C11,N2,1000,3,SPSA,256,0.7236793154761905
G0031,C11,N2,1001,3,SPSA,256,0.7319568452380952
G0031,C12,N2,1000,3,SPSA,512,0.7148902529761905
G0031,C12,N2,1001,3,SPSA,512,0.7167503720238095
G0032,C01,N1,1000,1,COBYLA,256,0.6936773255813954
G0032,C01,N1,1001,1,COBYLA,256,0.7074854651162791
G0032,C02,N1,1000,1,COBYLA,512,0.7022619912790697
G0032,C02,N1,1001,1,COBYLA,512,0.702125726744186
G0032,C03,N1,1000,1,SPSA,256,0.7009447674418605
G0032,C03,N1,1001,1,SPSA,256,0.7081213662790697
G0032,C04,N1,1000,1,SPSA,512,0.6970385174418605
G0032,C04,N1,1001,1,SPSA,512,0.6942223837209303
G0032,C05,N1,1000,2,COBYLA,256,0.701671511627907
G0032,C05,N1,1001,2,COBYLA,256,0.7013081395348837
G0032,C06,N1,1000,2,COBYLA,512,0.6986736918604651
G0032,C06,N1,1001,2,COBYLA,512,0.6990370639534884
G0032,C07,N1,1000,2,SPSA,256,0.7030341569767442
G0032,C07,N1,1001,2,SPSA,256,0.7035792151162791
G0032,C08,N1,1000,2,SPSA,512,0.6964934593023255
G0032,C08,N1,1001,2,SPSA,512,0.6947220203488372
G0032,C09,N1,1000,3,COBYLA,256,0.6945857558139535
G0032,C09,N1,1001,3,COBYLA,256,0.697765261627907
G0032,C10,N1,1000,3,COBYLA,512,0.6992641715116279
G0032,C10,N1,1001,3,COBYLA,512,0.7018531976744186
G0032,C11,N1,1000,3,SPSA,256,0.6881359011627907
G0032,C11,N1,1001,3,SPSA,256,0.7022165697674418
G0032,C12,N1,1000,3,SPSA,512,0.6994912790697675
G0032,C12,N1,1001,3,SPSA,512,0.7028070494186046
G0032,C01,N2,1000,1,COBYLA,256,0.6892260174418605
G0032,C01,N2,1001,1,COBYLA,256,0.7005813953488372
G0032,C02,N2,1000,1,COBYLA,512,0.6971293604651163
G0032,C02,N2,1001,1,COBYLA,512,0.6976289970930233
G0032,C03,N2,1000,1,SPSA,256,0.6953125
G0032,C03,N2,1001,1,SPSA,256,0.7023982558139535
G0032,C04,N2,1000,1,SPSA,512,0.6916787790697675
G0032,C04,N2,1001,1,SPSA,512,0.6919513081395349
G0032,C05,N2,1000,2,COBYLA,256,0.69921875
G0032,C05,N2,1001,2,COBYLA,256,0.700672238372093
G0032,C06,N2,1000,2,COBYLA,512,0.6983557412790697
G0032,C06,N2,1001,2,COBYLA,512,0.6974018895348837
G0032,C07,N2,1000,2,SPSA,256,0.7053960755813954
G0032,C07,N2,1001,2,SPSA,256,0.7053052325581395
G0032,C08,N2,1000,2,SPSA,512,0.6980832122093024
G0032,C08,N2,1001,2,SPSA,512,0.6974018895348837
G0032,C09,N2,1000,3,COBYLA,256,0.69921875
G0032,C09,N2,1001,3,COBYLA,256,0.6949491279069767
G0032,C10,N2,1000,3,COBYLA,512,0.6959484011627907
G0032,C10,N2,1001,3,COBYLA,512,0.6991733284883721
G0032,C11,N2,1000,3,SPSA,256,0.6954941860465116
G0032,C11,N2,1001,3,SPSA,256,0.6931322674418605
G0032,C12,N2,1000,3,SPSA,512,0.693359375
G0032,C12,N2,1001,3,SPSA,512,0.6952670784883721
G0033,C01,N1,1000,1,COBYLA,256,0.6832932692307693
G0033,C01,N1,1001,1,COBYLA,256,0.6855969551282052
G0033,C02,N1,1000,1,COBYLA,512,0.6918569711538461
G0033,C02,N1,1001,1,COBYLA,512,0.6935096153846154
G0033,C03,N1,1000,1,SPSA,256,0.6963141025641025
G0033,C03,N1,1001,1,SPSA,256,0.7259615384615384
G0033,C04,N1,1000,1,SPSA,512,0.6984675480769231
G0033,C04,N1,1001,1,SPSA,512,0.7342748397435898
G0033,C05,N1,1000,2,COBYLA,256,0.6921073717948718
G0033,C05,N1,1001,2,COBYLA,256,0.7068309294871795
G0033,C06,N1,1000,2,COBYLA,512,0.692558092948718
G0033,C06,N1,1001,2,COBYLA,512,0.7217548076923077
G0033,C07,N1,1000,2,SPSA,256,0.6956129807692307
G0033,C07,N1,1001,2,SPSA,256,0.7300681089743589
G0033,C08,N1,1000,2,SPSA,512,0.6970152243589743
G0033,C08,N1,1001,2,SPSA,512,0.7310196314102564
G0033,C09,N1,1000,3,COBYLA,256,0.6977163461538461
G0033,C09,N1,1001,3,COBYLA,256,0.7170472756410257
G0033,C10,N1,1000,3,COBYLA,512,0.7744391025641025
G0033,C10,N1,1001,3,COBYLA,512,0.7164963942307693
G0033,C11,N1,1000,3,SPSA,256,0.7192508012820513
G0033,C11,N1,1001,3,SPSA,256,0.7125400641025641
G0033,C12,N1,1000,3,SPSA,512,0.7093850160256411
G0033,C12,N1,1001,3,SPSA,512,0.7155949519230769
G0033,C01,N2,1000,1,COBYLA,256,0.6910056089743589
G0033,C01,N2,1001,1,COBYLA,256,0.6889022435897436
G0033,C02,N2,1000,1,COBYLA,512,0.6915064102564102
G0033,C02,N2,1001,1,COBYLA,512,0.6928585737179487
G0033,C03,N2,1000,1,SPSA,256,0.6962139423076923
G0033,C03,N2,1001,1,SPSA,256,0.7158453525641025
G0033,C04,N2,1000,1,SPSA,512,0.6986678685897436
G0033,C04,N2,1001,1,SPSA,512,0.7245592948717948
G0033,C05,N2,1000,2,COBYLA,256,0.6947115384615384
G0033,C05,N2,1001,2,COBYLA,256,0.7015224358974359
G0033,C06,N2,1000,2,COBYLA,512,0.6919571314102564
G0033,C06,N2,1001,2,COBYLA,512,0.7107872596153846
G0033,C07,N2,1000,2,SPSA,256,0.6898036858974359
G0033,C07,N2,1001,2,SPSA,256,0.7164463141025641
G0033,C08,N2,1000,2,SPSA,512,0.6952624198717948
G0033,C08,N2,1001,2,SPSA,512,0.7155448717948718
G0033,C09,N2,1000,3,COBYLA,256,0.6956129807692307
G0033,C09,N2,1001,3,COBYLA,256,0.7014222756410257
G0033,C10,N2,1000,3,COBYLA,512,0.7171474358974359
G0033,C10,N2,1001,3,COBYLA,512,0.6991185897435898
G0033,C11,N2,1000,3,SPSA,256,0.7043269230769231
G0033,C11,N2,1001,3,SPSA,256,0.7005208333333334
G0033,C12,N2,1000,3,SPSA,512,0.7004707532051282
G0033,C12,N2,1001,3,SPSA,512,0.701973157051282
G0034,C01,N1,1000,1,COBYLA,256,0.6565755208333334
G0034,C01,N1,1001,1,COBYLA,256,0.6535373263888888
G0034,C02,N1,1000,1,COBYLA,512,0.6498480902777778
G0034,C02,N1,1001,1,COBYLA,512,0.6492513020833334
G0034,C03,N1,1000,1,SPSA,256,0.6569010416666666
G0034,C03,N1,1001,1,SPSA,256,0.6521267361111112
G0034,C04,N1,1000,1,SPSA,512,0.6506076388888888
G0034,C04,N1,1001,1,SPSA,512,0.6510959201388888
G0034,C05,N1,1000,2,COBYLA,256,0.6469184027777778
G0034,C05,N1,1001,2,COBYLA,256,0.6359592013888888
G0034,C06,N1,1000,2,COBYLA,512,0.6463758680555556
G0034,C06,N1,1001,2,COBYLA,512,0.7325846354166666
G0034,C07,N1,1000,2,SPSA,256,0.6357421875
G0034,C07,N1,1001,2,SPSA,256,0.6483289930555556
G0034,C08,N1,1000,2,SPSA,512,0.6501736111111112
G0034,C08,N1,1001,2,SPSA,512,0.6506076388888888
G0034,C09,N1,1000,3,COBYLA,256,0.6382378472222222
G0034,C09,N1,1001,3,COBYLA,256,0.654296875
G0034,C10,N1,1000,3,COBYLA,512,0.6416558159722222
G0034,C10,N1,1001,3,COBYLA,512,0.6544053819444444
G0034,C11,N1,1000,3,SPSA,256,0.6501736111111112
G0034,C11,N1,1001,3,SPSA,256,0.6560329861111112
G0034,C12,N1,1000,3,SPSA,512,0.6469184027777778
G0034,C12,N1,1001,3,SPSA,512,0.6498480902777778
G0034,C01,N2,1000,1,COBYLA,256,0.6481119791666666
G0034,C01,N2,1001,1,COBYLA,256,0.6438802083333334
G0034,C02,N2,1000,1,COBYLA,512,0.6458875868055556
G0034,C02,N2,1001,1,COBYLA,512,0.64599609375
G0034,C03,N2,1000,1,SPSA,256,0.6481119791666666
G0034,C03,N2,1001,1,SPSA,256,0.6455078125
G0034,C04,N2,1000,1,SPSA,512,0.6477322048611112
G0034,C04,N2,1001,1,SPSA,512,0.6481119791666666
G0034,C05,N2,1000,2,COBYLA,256,0.6461588541666666
G0034,C05,N2,1001,2,COBYLA,256,0.6393229166666666
G0034,C06,N2,1000,2,COBYLA,512,0.646484375
G0034,C06,N2,1001,2,COBYLA,512,0.6948784722222222
G0034,C07,N2,1000,2,SPSA,256,0.6359592013888888
G0034,C07,N2,1001,2,SPSA,256,0.6394314236111112
G0034,C08,N2,1000,2,SPSA,512,0.6480577256944444
G0034,C08,N2,1001,2,SPSA,512,0.6467013888888888
G0034,C09,N2,1000,3,COBYLA,256,0.6510416666666666
G0034,C09,N2,1001,3,COBYLA,256,0.6456163194444444
G0034,C10,N2,1000,3,COBYLA,512,0.6457248263888888
G0034,C10,N2,1001,3,COBYLA,512,0.6532660590277778
