graph_id,config_id,noise_condition,run_seed,depth,optimizer,shots,expected_approximation_ratio
G0071,C03,N0,1000,1,SPSA,256,0.7334735576923077
G0071,C03,N0,1001,1,SPSA,256,0.7469951923076923
G0071,C04,N0,1000,1,SPSA,512,0.7330228365384616
G0071,C04,N0,1001,1,SPSA,512,0.7399338942307693
G0071,C05,N0,1000,2,COBYLA,256,0.7493990384615384
G0071,C05,N0,1001,2,COBYLA,256,0.7334735576923077
G0071,C06,N0,1000,2,COBYLA,512,0.7370793269230769
G0071,C06,N0,1001,2,COBYLA,512,0.7405348557692307
G0071,C07,N0,1000,2,SPSA,256,0.7662259615384616
G0071,C07,N0,1001,2,SPSA,256,0.7611177884615384
G0071,C08,N0,1000,2,SPSA,512,0.7734375
G0071,C08,N0,1001,2,SPSA,512,0.7313701923076923
G0071,C09,N0,1000,3,COBYLA,256,0.6207932692307693
G0071,C09,N0,1001,3,COBYLA,256,0.7644230769230769
G0071,C10,N0,1000,3,COBYLA,512,0.7444411057692307
G0071,C10,N0,1001,3,COBYLA,512,0.7907151442307693
G0071,C11,N0,1000,3,SPSA,256,0.6968149038461539
G0071,C11,N0,1001,3,SPSA,256,0.7584134615384616
G0071,C12,N0,1000,3,SPSA,512,0.6424278846153846
G0071,C12,N0,1001,3,SPSA,512,0.7274639423076923
G0072,C01,N0,1000,1,COBYLA,256,0.6021634615384616
G0072,C01,N0,1001,1,COBYLA,256,0.7373798076923077
G0072,C02,N0,1000,1,COBYLA,512,0.7445913461538461
G0072,C02,N0,1001,1,COBYLA,512,0.7348257211538461
G0072,C03,N0,1000,1,SPSA,256,0.7337740384615384
G0072,C03,N0,1001,1,SPSA,256,0.7280649038461539
G0072,C04,N0,1000,1,SPSA,512,0.7378305288461539
G0072,C04,N0,1001,1,SPSA,512,0.7303185096153846
G0072,C05,N0,1000,2,COBYLA,256,0.6944110576923077
G0072,C05,N0,1001,2,COBYLA,256,0.7169471153846154
G0072,C06,N0,1000,2,COBYLA,512,0.7521033653846154
G0072,C06,N0,1001,2,COBYLA,512,0.7276141826923077
G0072,C07,N0,1000,2,SPSA,256,0.5856370192307693
G0072,C07,N0,1001,2,SPSA,256,0.8049879807692307
G0072,C08,N0,1000,2,SPSA,512,0.5773737980769231
G0072,C08,N0,1001,2,SPSA,512,0.69921875
G0072,C09,N0,1000,3,COBYLA,256,0.7289663461538461
G0072,C09,N0,1001,3,COBYLA,256,0.7908653846153846
G0072,C10,N0,1000,3,COBYLA,512,0.7442908653846154
G0072,C10,N0,1001,3,COBYLA,512,0.7998798076923077
G0072,C11,N0,1000,3,SPSA,256,0.6298076923076923
G0072,C11,N0,1001,3,SPSA,256,0.6929086538461539
G0072,C12,N0,1000,3,SPSA,512,0.7333233173076923
G0072,C12,N0,1001,3,SPSA,512,0.6953125
G0073,C01,N0,1000,1,COBYLA,256,0.748046875
G0073,C01,N0,1001,1,COBYLA,256,0.6201171875
G0073,C02,N0,1000,1,COBYLA,512,0.7998046875
G0073,C02,N0,1001,1,COBYLA,512,0.8009440104166666
G0073,C03,N0,1000,1,SPSA,256,0.8046875
G0073,C03,N0,1001,1,SPSA,256,0.7903645833333334
G0073,C04,N0,1000,1,SPSA,512,0.8030598958333334
G0073,C04,N0,1001,1,SPSA,512,0.7902018229166666
G0073,C05,N0,1000,2,COBYLA,256,0.8011067708333334
G0073,C05,N0,1001,2,COBYLA,256,0.7802734375
G0073,C06,N0,1000,2,COBYLA,512,0.77978515625
G0073,C06,N0,1001,2,COBYLA,512,0.8260091145833334
G0073,C07,N0,1000,2,SPSA,256,0.7607421875
G0073,C07,N0,1001,2,SPSA,256,0.7044270833333334
G0073,C08,N0,1000,2,SPSA,512,0.7830403645833334
G0073,C08,N0,1001,2,SPSA,512,0.7127278645833334
G0073,C09,N0,1000,3,COBYLA,256,0.8196614583333334
G0073,C09,N0,1001,3,COBYLA,256,0.8655598958333334
G0073,C10,N0,1000,3,COBYLA,512,0.7994791666666666
G0073,C10,N0,1001,3,COBYLA,512,0.8533528645833334
G0073,C11,N0,1000,3,SPSA,256,0.7086588541666666
G0073,C11,N0,1001,3,SPSA,256,0.8343098958333334
G0073,C12,N0,1000,3,SPSA,512,0.7000325520833334
G0073,C12,N0,1001,3,SPSA,512,0.7088216145833334
G0074,C01,N0,1000,1,COBYLA,256,0.6313100961538461
G0074,C01,N0,1001,1,COBYLA,256,0.5712139423076923
G0074,C02,N0,1000,1,COBYLA,512,0.7423377403846154
G0074,C02,N0,1001,1,COBYLA,512,0.7424879807692307
G0074,C03,N0,1000,1,SPSA,256,0.7301682692307693
G0074,C03,N0,1001,1,SPSA,256,0.7394831730769231
G0074,C04,N0,1000,1,SPSA,512,0.7357271634615384
G0074,C04,N0,1001,1,SPSA,512,0.7306189903846154
G0074,C05,N0,1000,2,COBYLA,256,0.7079326923076923
G0074,C05,N0,1001,2,COBYLA,256,0.7412860576923077
G0074,C06,N0,1000,2,COBYLA,512,0.7674278846153846
G0074,C06,N0,1001,2,COBYLA,512,0.7522536057692307
G0074,C07,N0,1000,2,SPSA,256,0.6141826923076923
G0074,C07,N0,1001,2,SPSA,256,0.7373798076923077
G0074,C08,N0,1000,2,SPSA,512,0.5737680288461539
G0074,C08,N0,1001,2,SPSA,512,0.6606069711538461
G0074,C09,N0,1000,3,COBYLA,256,0.7905649038461539
G0074,C09,N0,1001,3,COBYLA,256,0.7719350961538461
G0074,C10,N0,1000,3,COBYLA,512,0.7992788461538461
G0074,C10,N0,1001,3,COBYLA,512,0.7635216346153846
G0074,C11,N0,1000,3,SPSA,256,0.6917067307692307
G0074,C11,N0,1001,3,SPSA,256,0.6042668269230769
G0074,C12,N0,1000,3,SPSA,512,0.6117788461538461
G0074,C12,N0,1001,3,SPSA,512,0.6497896634615384
G0075,C01,N0,1000,1,COBYLA,256,0.8433948863636364
G0075,C01,N0,1001,1,COBYLA,256,0.6811079545454546
G0075,C02,N0,1000,1,COBYLA,512,0.8435724431818182
G0075,C02,N0,1001,1,COBYLA,512,0.6748934659090909
G0075,C03,N0,1000,1,SPSA,256,0.6843039772727273
G0075,C03,N0,1001,1,SPSA,256,0.8558238636363636
G0075,C04,N0,1000,1,SPSA,512,0.8607954545454546
G0075,C04,N0,1001,1,SPSA,512,0.8506747159090909
G0075,C05,N0,1000,2,COBYLA,256,0.8423295454545454
G0075,C05,N0,1001,2,COBYLA,256,0.7642045454545454
G0075,C06,N0,1000,2,COBYLA,512,0.8531605113636364
G0075,C06,N0,1001,2,COBYLA,512,0.8618607954545454
G0075,C07,N0,1000,2,SPSA,256,0.7865767045454546
G0075,C07,N0,1001,2,SPSA,256,0.8568892045454546
G0075,C08,N0,1000,2,SPSA,512,0.8368252840909091
G0075,C08,N0,1001,2,SPSA,512,0.7801846590909091
G0075,C09,N0,1000,3,COBYLA,256,0.6892755681818182
G0075,C09,N0,1001,3,COBYLA,256,0.8856534090909091
G0075,C10,N0,1000,3,COBYLA,512,0.7256747159090909
G0075,C10,N0,1001,3,COBYLA,512,0.8675426136363636
G0075,C11,N0,1000,3,SPSA,256,0.8277698863636364
G0075,C11,N0,1001,3,SPSA,256,0.8540482954545454
G0075,C12,N0,1000,3,SPSA,512,0.8318536931818182
G0075,C12,N0,1001,3,SPSA,512,0.89453125
G0076,C01,N0,1000,1,COBYLA,256,0.6060697115384616
G0076,C01,N0,1001,1,COBYLA,256,0.5703125
G0076,C02,N0,1000,1,COBYLA,512,0.7370793269230769
G0076,C02,N0,1001,1,COBYLA,512,0.7358774038461539
G0076,C03,N0,1000,1,SPSA,256,0.5706129807692307
G0076,C03,N0,1001,1,SPSA,256,0.7337740384615384
G0076,C04,N0,1000,1,SPSA,512,0.7315204326923077
G0076,C04,N0,1001,1,SPSA,512,0.740234375
G0076,C05,N0,1000,2,COBYLA,256,0.7361778846153846
G0076,C05,N0,1001,2,COBYLA,256,0.7611177884615384
G0076,C06,N0,1000,2,COBYLA,512,0.7315204326923077
G0076,C06,N0,1001,2,COBYLA,512,0.7459435096153846
G0076,C07,N0,1000,2,SPSA,256,0.5775240384615384
G0076,C07,N0,1001,2,SPSA,256,0.6610576923076923
G0076,C08,N0,1000,2,SPSA,512,0.5767728365384616
G0076,C08,N0,1001,2,SPSA,512,0.7642728365384616
G0076,C09,N0,1000,3,COBYLA,256,0.5661057692307693
G0076,C09,N0,1001,3,COBYLA,256,0.7902644230769231
G0076,C10,N0,1000,3,COBYLA,512,0.5662560096153846
G0076,C10,N0,1001,3,COBYLA,512,0.7859074519230769
G0076,C11,N0,1000,3,SPSA,256,0.6436298076923077
G0076,C11,N0,1001,3,SPSA,256,0.7466947115384616
G0076,C12,N0,1000,3,SPSA,512,0.6684194711538461
G0076,C12,N0,1001,3,SPSA,512,0.6981670673076923
G0077,C01,N0,1000,1,COBYLA,256,0.7880859375
G0077,C01,N0,1001,1,COBYLA,256,0.62109375
G0077,C02,N0,1000,1,COBYLA,512,0.7091471354166666
G0077,C02,N0,1001,1,COBYLA,512,0.7845052083333334
G0077,C03,N0,1000,1,SPSA,256,0.6266276041666666
G0077,C03,N0,1001,1,SPSA,256,0.8011067708333334
G0077,C04,N0,1000,1,SPSA,512,0.7898763020833334
G0077,C04,N0,1001,1,SPSA,512,0.7936197916666666
G0077,C05,N0,1000,2,COBYLA,256,0.7900390625
G0077,C05,N0,1001,2,COBYLA,256,0.7467447916666666
G0077,C06,N0,1000,2,COBYLA,512,0.7853190104166666
G0077,C06,N0,1001,2,COBYLA,512,0.7815755208333334
G0077,C07,N0,1000,2,SPSA,256,0.625
G0077,C07,N0,1001,2,SPSA,256,0.7320963541666666
G0077,C08,N0,1000,2,SPSA,512,0.6712239583333334
G0077,C08,N0,1001,2,SPSA,512,0.7932942708333334
G0077,C09,N0,1000,3,COBYLA,256,0.6171875
G0077,C09,N0,1001,3,COBYLA,256,0.8310546875
G0077,C10,N0,1000,3,COBYLA,512,0.8011067708333334
G0077,C10,N0,1001,3,COBYLA,512,0.8369140625
G0077,C11,N0,1000,3,SPSA,256,0.68359375
G0077,C11,N0,1001,3,SPSA,256,0.6653645833333334
G0077,C12,N0,1000,3,SPSA,512,0.6676432291666666
G0077,C12,N0,1001,3,SPSA,512,0.6515299479166666
G0078,C01,N0,1000,1,COBYLA,256,0.8089192708333334
G0078,C01,N0,1001,1,COBYLA,256,0.8040364583333334
G0078,C02,N0,1000,1,COBYLA,512,0.7996419270833334
G0078,C02,N0,1001,1,COBYLA,512,0.7976888020833334
G0078,C03,N0,1000,1,SPSA,256,0.8024088541666666
G0078,C03,N0,1001,1,SPSA,256,0.8020833333333334
G0078,C04,N0,1000,1,SPSA,512,0.8107096354166666
G0078,C04,N0,1001,1,SPSA,512,0.7945963541666666
G0078,C05,N0,1000,2,COBYLA,256,0.8001302083333334
G0078,C05,N0,1001,2,COBYLA,256,0.8092447916666666
G0078,C06,N0,1000,2,COBYLA,512,0.8063151041666666
G0078,C06,N0,1001,2,COBYLA,512,0.80078125
G0078,C07,N0,1000,2,SPSA,256,0.7421875
G0078,C07,N0,1001,2,SPSA,256,0.6979166666666666
G0078,C08,N0,1000,2,SPSA,512,0.7068684895833334
G0078,C08,N0,1001,2,SPSA,512,0.7705078125
G0078,C09,N0,1000,3,COBYLA,256,0.6171875
G0078,C09,N0,1001,3,COBYLA,256,0.8603515625
G0078,C10,N0,1000,3,COBYLA,512,0.7615559895833334
G0078,C10,N0,1001,3,COBYLA,512,0.84033203125
G0078,C11,N0,1000,3,SPSA,256,0.7607421875
G0078,C11,N0,1001,3,SPSA,256,0.7161458333333334
G0078,C12,N0,1000,3,SPSA,512,0.6873372395833334
G0078,C12,N0,1001,3,SPSA,512,0.6796875
G0079,C01,N0,1000,1,COBYLA,256,0.7991536458333334
G0079,C01,N0,1001,1,COBYLA,256,0.8095703125
G0079,C02,N0,1000,1,COBYLA,512,0.80859375
G0079,C02,N0,1001,1,COBYLA,512,0.8050130208333334
G0079,C03,N0,1000,1,SPSA,256,0.8102213541666666
G0079,C03,N0,1001,1,SPSA,256,0.8131510416666666
G0079,C04,N0,1000,1,SPSA,512,0.8111979166666666
G0079,C04,N0,1001,1,SPSA,512,0.8126627604166666
G0079,C05,N0,1000,2,COBYLA,256,0.8271484375
G0079,C05,N0,1001,2,COBYLA,256,0.8160807291666666
G0079,C06,N0,1000,2,COBYLA,512,0.79296875
G0079,C06,N0,1001,2,COBYLA,512,0.80908203125
G0079,C07,N0,1000,2,SPSA,256,0.7190755208333334
G0079,C07,N0,1001,2,SPSA,256,0.7203776041666666
G0079,C08,N0,1000,2,SPSA,512,0.76708984375
G0079,C08,N0,1001,2,SPSA,512,0.7161458333333334
G0079,C09,N0,1000,3,COBYLA,256,0.8610026041666666
G0079,C09,N0,1001,3,COBYLA,256,0.853515625
G0079,C10,N0,1000,3,COBYLA,512,0.82958984375
G0079,C10,N0,1001,3,COBYLA,512,0.8538411458333334
G0079,C11,N0,1000,3,SPSA,256,0.7477213541666666
G0079,C11,N0,1001,3,SPSA,256,0.7073567708333334
G0079,C12,N0,1000,3,SPSA,512,0.6995442708333334
G0079,C12,N0,1001,3,SPSA,512,0.7859700520833334
G0080,C01,N0,1000,1,COBYLA,256,0.7527043269230769
G0080,C01,N0,1001,1,COBYLA,256,0.7536057692307693
G0080,C02,N0,1000,1,COBYLA,512,0.6610576923076923
G0080,C02,N0,1001,1,COBYLA,512,0.5728665865384616
G0080,C03,N0,1000,1,SPSA,256,0.7521033653846154
G0080,C03,N0,1001,1,SPSA,256,0.7475961538461539
G0080,C04,N0,1000,1,SPSA,512,0.7584134615384616
G0080,C04,N0,1001,1,SPSA,512,0.7397836538461539
G0080,C05,N0,1000,2,COBYLA,256,0.6568509615384616
G0080,C05,N0,1001,2,COBYLA,256,0.7280649038461539
G0080,C06,N0,1000,2,COBYLA,512,0.7657752403846154
G0080,C06,N0,1001,2,COBYLA,512,0.759765625
G0080,C07,N0,1000,2,SPSA,256,0.5685096153846154
G0080,C07,N0,1001,2,SPSA,256,0.8212139423076923
G0080,C08,N0,1000,2,SPSA,512,0.5755709134615384
G0080,C08,N0,1001,2,SPSA,512,0.7342247596153846
G0080,C09,N0,1000,3,COBYLA,256,0.8061899038461539
G0080,C09,N0,1001,3,COBYLA,256,0.8076923076923077
G0080,C10,N0,1000,3,COBYLA,512,0.7387319711538461
G0080,C10,N0,1001,3,COBYLA,512,0.8197115384615384
G0080,C11,N0,1000,3,SPSA,256,0.7980769230769231
G0080,C11,N0,1001,3,SPSA,256,0.7551081730769231
G0080,C12,N0,1000,3,SPSA,512,0.6430288461538461
G0080,C12,N0,1001,3,SPSA,512,0.7478966346153846
G0081,C01,N0,1000,1,COBYLA,256,0.8194754464285714
G0081,C01,N0,1001,1,COBYLA,256,0.646484375
G0081,C02,N0,1000,1,COBYLA,512,0.8175223214285714
G0081,C02,N0,1001,1,COBYLA,512,0.8226841517857143
G0081,C03,N0,1000,1,SPSA,256,0.6400669642857143
G0081,C03,N0,1001,1,SPSA,256,0.8113839285714286
G0081,C04,N0,1000,1,SPSA,512,0.8179408482142857
G0081,C04,N0,1001,1,SPSA,512,0.8106863839285714
G0081,C05,N0,1000,2,COBYLA,256,0.8136160714285714
G0081,C05,N0,1001,2,COBYLA,256,0.8175223214285714
G0081,C06,N0,1000,2,COBYLA,512,0.8197544642857143
G0081,C06,N0,1001,2,COBYLA,512,0.8303571428571429
G0081,C07,N0,1000,2,SPSA,256,0.6325334821428571
G0081,C07,N0,1001,2,SPSA,256,0.8247767857142857
G0081,C08,N0,1000,2,SPSA,512,0.6474609375
G0081,C08,N0,1001,2,SPSA,512,0.7678571428571429
G0081,C09,N0,1000,3,COBYLA,256,0.6325334821428571
G0081,C09,N0,1001,3,COBYLA,256,0.8295200892857143
G0081,C10,N0,1000,3,COBYLA,512,0.896484375
G0081,C10,N0,1001,3,COBYLA,512,0.8797433035714286
G0081,C11,N0,1000,3,SPSA,256,0.7078683035714286
G0081,C11,N0,1001,3,SPSA,256,0.7215401785714286
G0081,C12,N0,1000,3,SPSA,512,0.72265625
G0081,C12,N0,1001,3,SPSA,512,0.7964564732142857
G0082,C01,N0,1000,1,COBYLA,256,0.6928013392857143
G0082,C01,N0,1001,1,COBYLA,256,0.642578125
G0082,C02,N0,1000,1,COBYLA,512,0.8038504464285714
G0082,C02,N0,1001,1,COBYLA,512,0.6448102678571429
G0082,C03,N0,1000,1,SPSA,256,0.8113839285714286
G0082,C03,N0,1001,1,SPSA,256,0.8155691964285714
G0082,C04,N0,1000,1,SPSA,512,0.8025948660714286
G0082,C04,N0,1001,1,SPSA,512,0.8059430803571429
G0082,C05,N0,1000,2,COBYLA,256,0.8002232142857143
G0082,C05,N0,1001,2,COBYLA,256,0.8345424107142857
G0082,C06,N0,1000,2,COBYLA,512,0.8253348214285714
G0082,C06,N0,1001,2,COBYLA,512,0.8120814732142857
G0082,C07,N0,1000,2,SPSA,256,0.6383928571428571
G0082,C07,N0,1001,2,SPSA,256,0.7566964285714286
G0082,C08,N0,1000,2,SPSA,512,0.7338169642857143
G0082,C08,N0,1001,2,SPSA,512,0.7469308035714286
G0082,C09,N0,1000,3,COBYLA,256,0.6330915178571429
G0082,C09,N0,1001,3,COBYLA,256,0.8423549107142857
G0082,C10,N0,1000,3,COBYLA,512,0.8498883928571429
G0082,C10,N0,1001,3,COBYLA,512,0.8617466517857143
G0082,C11,N0,1000,3,SPSA,256,0.7190290178571429
G0082,C11,N0,1001,3,SPSA,256,0.8211495535714286
G0082,C12,N0,1000,3,SPSA,512,0.7303292410714286
G0082,C12,N0,1001,3,SPSA,512,0.7642299107142857
G0083,C01,N0,1000,1,COBYLA,256,0.7809895833333333
G0083,C01,N0,1001,1,COBYLA,256,0.7908854166666667
G0083,C02,N0,1000,1,COBYLA,512,0.7852864583333333
G0083,C02,N0,1001,1,COBYLA,512,0.5927083333333333
G0083,C03,N0,1000,1,SPSA,256,0.7708333333333334
G0083,C03,N0,1001,1,SPSA,256,0.76875
G0083,C04,N0,1000,1,SPSA,512,0.774609375
G0083,C04,N0,1001,1,SPSA,512,0.7759114583333333
G0083,C05,N0,1000,2,COBYLA,256,0.7919270833333333
G0083,C05,N0,1001,2,COBYLA,256,0.7932291666666667
G0083,C06,N0,1000,2,COBYLA,512,0.7872395833333333
G0083,C06,N0,1001,2,COBYLA,512,0.791796875
G0083,C07,N0,1000,2,SPSA,256,0.721875
G0083,C07,N0,1001,2,SPSA,256,0.7744791666666667
G0083,C08,N0,1000,2,SPSA,512,0.614453125
G0083,C08,N0,1001,2,SPSA,512,0.7830729166666667
G0083,C09,N0,1000,3,COBYLA,256,0.8171875
G0083,C09,N0,1001,3,COBYLA,256,0.8317708333333333
G0083,C10,N0,1000,3,COBYLA,512,0.7375
G0083,C10,N0,1001,3,COBYLA,512,0.8270833333333333
G0083,C11,N0,1000,3,SPSA,256,0.7703125
G0083,C11,N0,1001,3,SPSA,256,0.7856770833333333
G0083,C12,N0,1000,3,SPSA,512,0.6734375
G0083,C12,N0,1001,3,SPSA,512,0.8067708333333333
G0084,C01,N0,1000,1,COBYLA,256,0.7760416666666666
G0084,C01,N0,1001,1,COBYLA,256,0.5932291666666667
G0084,C02,N0,1000,1,COBYLA,512,0.78671875
G0084,C02,N0,1001,1,COBYLA,512,0.5979166666666667
G0084,C03,N0,1000,1,SPSA,256,0.6002604166666666
G0084,C03,N0,1001,1,SPSA,256,0.77265625
G0084,C04,N0,1000,1,SPSA,512,0.7700520833333333
G0084,C04,N0,1001,1,SPSA,512,0.7712239583333333
G0084,C05,N0,1000,2,COBYLA,256,0.7609375
G0084,C05,N0,1001,2,COBYLA,256,0.7901041666666667
G0084,C06,N0,1000,2,COBYLA,512,0.7807291666666667
G0084,C06,N0,1001,2,COBYLA,512,0.795703125
G0084,C07,N0,1000,2,SPSA,256,0.6653645833333334
G0084,C07,N0,1001,2,SPSA,256,0.7192708333333333
G0084,C08,N0,1000,2,SPSA,512,0.5993489583333333
G0084,C08,N0,1001,2,SPSA,512,0.7233072916666666
G0084,C09,N0,1000,3,COBYLA,256,0.5932291666666667
G0084,C09,N0,1001,3,COBYLA,256,0.8390625
G0084,C10,N0,1000,3,COBYLA,512,0.5893229166666667
G0084,C10,N0,1001,3,COBYLA,512,0.8373697916666667
G0084,C11,N0,1000,3,SPSA,256,0.7286458333333333
G0084,C11,N0,1001,3,SPSA,256,0.80390625
G0084,C12,N0,1000,3,SPSA,512,0.7598958333333333
G0084,C12,N0,1001,3,SPSA,512,0.7890625
G0085,C01,N0,1000,1,COBYLA,256,0.8272879464285714
G0085,C01,N0,1001,1,COBYLA,256,0.6478794642857143
G0085,C02,N0,1000,1,COBYLA,512,0.8270089285714286
G0085,C02,N0,1001,1,COBYLA,512,0.6462053571428571
G0085,C03,N0,1000,1,SPSA,256,0.8175223214285714
G0085,C03,N0,1001,1,SPSA,256,0.82421875
G0085,C04,N0,1000,1,SPSA,512,0.8207310267857143
G0085,C04,N0,1001,1,SPSA,512,0.8115234375
G0085,C05,N0,1000,2,COBYLA,256,0.8244977678571429
G0085,C05,N0,1001,2,COBYLA,256,0.8420758928571429
G0085,C06,N0,1000,2,COBYLA,512,0.8250558035714286
G0085,C06,N0,1001,2,COBYLA,512,0.8193359375
G0085,C07,N0,1000,2,SPSA,256,0.7756696428571429
G0085,C07,N0,1001,2,SPSA,256,0.7502790178571429
G0085,C08,N0,1000,2,SPSA,512,0.7654854910714286
G0085,C08,N0,1001,2,SPSA,512,0.7894810267857143
G0085,C09,N0,1000,3,COBYLA,256,0.8596540178571429
G0085,C09,N0,1001,3,COBYLA,256,0.8766741071428571
G0085,C10,N0,1000,3,COBYLA,512,0.8211495535714286
G0085,C10,N0,1001,3,COBYLA,512,0.8809988839285714
G0085,C11,N0,1000,3,SPSA,256,0.7859933035714286
G0085,C11,N0,1001,3,SPSA,256,0.7848772321428571
G0085,C12,N0,1000,3,SPSA,512,0.7198660714285714
G0085,C12,N0,1001,3,SPSA,512,0.8623046875
G0086,C01,N0,1000,1,COBYLA,256,0.7697916666666667
G0086,C01,N0,1001,1,COBYLA,256,0.7682291666666666
G0086,C02,N0,1000,1,COBYLA,512,0.7626302083333333
G0086,C02,N0,1001,1,COBYLA,512,0.6279947916666667
G0086,C03,N0,1000,1,SPSA,256,0.7752604166666667
G0086,C03,N0,1001,1,SPSA,256,0.7651041666666667
G0086,C04,N0,1000,1,SPSA,512,0.77421875
G0086,C04,N0,1001,1,SPSA,512,0.74765625
G0086,C05,N0,1000,2,COBYLA,256,0.7442708333333333
G0086,C05,N0,1001,2,COBYLA,256,0.7377604166666667
G0086,C06,N0,1000,2,COBYLA,512,0.765234375
G0086,C06,N0,1001,2,COBYLA,512,0.7783854166666667
G0086,C07,N0,1000,2,SPSA,256,0.7140625
G0086,C07,N0,1001,2,SPSA,256,0.7216145833333333
G0086,C08,N0,1000,2,SPSA,512,0.6020833333333333
G0086,C08,N0,1001,2,SPSA,512,0.6927083333333334
G0086,C09,N0,1000,3,COBYLA,256,0.66640625
G0086,C09,N0,1001,3,COBYLA,256,0.8190104166666666
G0086,C10,N0,1000,3,COBYLA,512,0.6270833333333333
G0086,C10,N0,1001,3,COBYLA,512,0.8134114583333333
G0086,C11,N0,1000,3,SPSA,256,0.6911458333333333
G0086,C11,N0,1001,3,SPSA,256,0.66875
G0086,C12,N0,1000,3,SPSA,512,0.7149739583333333
G0086,C12,N0,1001,3,SPSA,512,0.7865885416666667
G0087,C01,N0,1000,1,COBYLA,256,0.7247395833333333
G0087,C01,N0,1001,1,COBYLA,256,0.5950520833333334
G0087,C02,N0,1000,1,COBYLA,512,0.7756510416666667
G0087,C02,N0,1001,1,COBYLA,512,0.7467447916666666
G0087,C03,N0,1000,1,SPSA,256,0.7619791666666667
G0087,C03,N0,1001,1,SPSA,256,0.7739583333333333
G0087,C04,N0,1000,1,SPSA,512,0.6048177083333334
G0087,C04,N0,1001,1,SPSA,512,0.7692708333333333
G0087,C05,N0,1000,2,COBYLA,256,0.7661458333333333
G0087,C05,N0,1001,2,COBYLA,256,0.7911458333333333
G0087,C06,N0,1000,2,COBYLA,512,0.7708333333333334
G0087,C06,N0,1001,2,COBYLA,512,0.7822916666666667
G0087,C07,N0,1000,2,SPSA,256,0.6265625
G0087,C07,N0,1001,2,SPSA,256,0.78359375
G0087,C08,N0,1000,2,SPSA,512,0.6200520833333333
G0087,C08,N0,1001,2,SPSA,512,0.701953125
G0087,C09,N0,1000,3,COBYLA,256,0.5903645833333333
G0087,C09,N0,1001,3,COBYLA,256,0.8276041666666667
G0087,C10,N0,1000,3,COBYLA,512,0.5953125
G0087,C10,N0,1001,3,COBYLA,512,0.8162760416666667
G0087,C11,N0,1000,3,SPSA,256,0.78671875
G0087,C11,N0,1001,3,SPSA,256,0.7544270833333333
G0087,C12,N0,1000,3,SPSA,512,0.7319010416666667
G0087,C12,N0,1001,3,SPSA,512,0.7393229166666667
G0088,C01,N0,1000,1,COBYLA,256,0.6983816964285714
G0088,C01,N0,1001,1,COBYLA,256,0.8021763392857143
G0088,C02,N0,1000,1,COBYLA,512,0.8176618303571429
G0088,C02,N0,1001,1,COBYLA,512,0.8158482142857143
G0088,C03,N0,1000,1,SPSA,256,0.8080357142857143
G0088,C03,N0,1001,1,SPSA,256,0.7564174107142857
G0088,C04,N0,1000,1,SPSA,512,0.8044084821428571
G0088,C04,N0,1001,1,SPSA,512,0.8010602678571429
G0088,C05,N0,1000,2,COBYLA,256,0.7193080357142857
G0088,C05,N0,1001,2,COBYLA,256,0.802734375
G0088,C06,N0,1000,2,COBYLA,512,0.8143136160714286
G0088,C06,N0,1001,2,COBYLA,512,0.8383091517857143
G0088,C07,N0,1000,2,SPSA,256,0.7165178571428571
G0088,C07,N0,1001,2,SPSA,256,0.798828125
G0088,C08,N0,1000,2,SPSA,512,0.6388113839285714
G0088,C08,N0,1001,2,SPSA,512,0.8380301339285714
G0088,C09,N0,1000,3,COBYLA,256,0.6247209821428571
G0088,C09,N0,1001,3,COBYLA,256,0.8663504464285714
G0088,C10,N0,1000,3,COBYLA,512,0.6256975446428571
G0088,C10,N0,1001,3,COBYLA,512,0.8357979910714286
G0088,C11,N0,1000,3,SPSA,256,0.8044084821428571
G0088,C11,N0,1001,3,SPSA,256,0.7737165178571429
G0088,C12,N0,1000,3,SPSA,512,0.8268694196428571
G0088,C12,N0,1001,3,SPSA,512,0.7329799107142857
G0089,C01,N0,1000,1,COBYLA,256,0.7682291666666666
G0089,C01,N0,1001,1,COBYLA,256,0.7796875
G0089,C02,N0,1000,1,COBYLA,512,0.7760416666666666
G0089,C02,N0,1001,1,COBYLA,512,0.593359375
G0089,C03,N0,1000,1,SPSA,256,0.7682291666666666
G0089,C03,N0,1001,1,SPSA,256,0.7828125
G0089,C04,N0,1000,1,SPSA,512,0.773046875
G0089,C04,N0,1001,1,SPSA,512,0.7606770833333333
G0089,C05,N0,1000,2,COBYLA,256,0.640625
G0089,C05,N0,1001,2,COBYLA,256,0.7927083333333333
G0089,C06,N0,1000,2,COBYLA,512,0.7666666666666667
G0089,C06,N0,1001,2,COBYLA,512,0.7899739583333333
G0089,C07,N0,1000,2,SPSA,256,0.7549479166666667
G0089,C07,N0,1001,2,SPSA,256,0.7080729166666667
G0089,C08,N0,1000,2,SPSA,512,0.7686197916666667
G0089,C08,N0,1001,2,SPSA,512,0.819140625
G0089,C09,N0,1000,3,COBYLA,256,0.7994791666666666
G0089,C09,N0,1001,3,COBYLA,256,0.825
G0089,C10,N0,1000,3,COBYLA,512,0.8578125
G0089,C10,N0,1001,3,COBYLA,512,0.794921875
G0089,C11,N0,1000,3,SPSA,256,0.6893229166666667
G0089,C11,N0,1001,3,SPSA,256,0.71328125
G0089,C12,N0,1000,3,SPSA,512,0.719140625
