graph_id,config_id,noise_condition,depth,optimizer,shots,mean_expected_approximation_ratio,std_expected_approximation_ratio,n_seeds,num_nodes,num_edges,graph_family,graph_seed,density,optimizer_code,noise_code,family_code,split
G0060,C11,N0,3,SPSA,256,0.712646484375,0.0804472070392898,2,10,20,random_regular,10059,0.4444444444444444,1,0,1,train
G0060,C12,N0,3,SPSA,512,0.756591796875,0.0652554597872351,2,10,20,random_regular,10059,0.4444444444444444,1,0,1,train
G0061,C01,N0,1,COBYLA,256,0.7482638888888888,0.1178511301977578,2,12,24,random_regular,10060,0.3636363636363636,0,0,1,train
G0061,C02,N0,1,COBYLA,512,0.751953125,0.1215339780164378,2,12,24,random_regular,10060,0.3636363636363636,0,0,1,train
G0061,C03,N0,1,SPSA,256,0.7606336805555556,0.113861378394188,2,12,24,random_regular,10060,0.3636363636363636,1,0,1,train
G0061,C04,N0,1,SPSA,512,0.8394097222222222,0.0033759438337899,2,12,24,random_regular,10060,0.3636363636363636,1,0,1,train
G0061,C05,N0,2,COBYLA,256,0.8172743055555556,0.0570841411895389,2,12,24,random_regular,10060,0.3636363636363636,0,0,1,train
G0061,C06,N0,2,COBYLA,512,0.8382161458333333,0.0050639157506848,2,12,24,random_regular,10060,0.3636363636363636,0,0,1,train
G0061,C07,N0,2,SPSA,256,0.7554253472222222,0.1089509146359481,2,12,24,random_regular,10060,0.3636363636363636,1,0,1,train
G0061,C08,N0,2,SPSA,512,0.7586805555555556,0.0945264273461183,2,12,24,random_regular,10060,0.3636363636363636,1,0,1,train
G0061,C09,N0,3,COBYLA,256,0.7575954861111112,0.1605107840974671,2,12,24,random_regular,10060,0.3636363636363636,0,0,1,train
G0061,C10,N0,3,COBYLA,512,0.8468967013888888,0.0142710352973846,2,12,24,random_regular,10060,0.3636363636363636,0,0,1,train
G0061,C11,N0,3,SPSA,256,0.7235243055555556,0.0116623514258198,2,12,24,random_regular,10060,0.3636363636363636,1,0,1,train
G0061,C12,N0,3,SPSA,512,0.7739800347222222,0.0824037199429635,2,12,24,random_regular,10060,0.3636363636363636,1,0,1,train
G0062,C01,N0,1,COBYLA,256,0.6736328125,0.1190480557388288,2,12,24,random_regular,10061,0.3636363636363636,0,0,1,train
G0062,C02,N0,1,COBYLA,512,0.7732421875,0.0121533978016438,2,12,24,random_regular,10061,0.3636363636363636,0,0,1,train
G0062,C03,N0,1,SPSA,256,0.7693359375,0.0091150483512328,2,12,24,random_regular,10061,0.3636363636363636,1,0,1,train
G0062,C04,N0,1,SPSA,512,0.7779296875,0.0049718445552179,2,12,24,random_regular,10061,0.3636363636363636,1,0,1,train
G0062,C05,N0,2,COBYLA,256,0.7703125,0.0160203880112577,2,12,24,random_regular,10061,0.3636363636363636,0,0,1,train
G0062,C06,N0,2,COBYLA,512,0.77919921875,0.028311892606102,2,12,24,random_regular,10061,0.3636363636363636,0,0,1,train
